Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-007180,"Conrad,-Evans-And-Rodriguez",Polyclinic,308,-,2021-02-01,2022-10-09,-,Good
HF-007181,Moore-Mitchell Clinic,-,467,-,2021-01-17,2023-05-07,-,-
HF-007182,"Douglas, Ho And Coleman Infirmary",-,15,-,2022-08-21,2025-11-14,"125524.0, 591721.0",-
HF-007183,Downs Infirmary,Community Health Center,10,-,2019-06-09,2019-09-29,-,-
HF-007184,"Evans, Garcia And Parrish Infirmary",Community Health Center,0,-,2020-01-14,2024-04-04,"124352.0, 59245.0",Follow-up 2023
HF-007185,Spencer-Arnold Hospital,Polyclinic,129,St. Joseph,2018-07-31,2019-06-04,"-59.05207, 13.07483",-
HF-007186,"Nelson, Reed And Anderson",Community Health Center,221,-,2023-05-20,2024-07-20,"13.07053, -58.84627",-
HF-007187,Rogers-White,Hospital,2,-,2018-04-09,2020-12-22,"-58.87566, 13.00643",-
HF-007188,Watson-Schneider Hospital,-,166,St. Peter,2020-04-30,2021-03-01,"13.08727, -58.87838",-
HF-007189,Sandoval-Parker,Polyclinic,399,-,2017-04-27,2018-08-25,"-58.80375, 13.11498",Reinspection due
HF-007190,Davis Inc,-,68,-,2016-07-06,2018-04-03,"13.01017, -59.10219",-
HF-007191,Noble-Glenn,Polyclinic,452,-,2022-05-26,2024-07-26,"-58.7839, 12.9922",Good
HF-007192,"White, Clark And Travis",Polyclinic,329,-,2020-09-25,2025-05-19,"12.86332, -58.84869",Follow-up 2023
HF-007193,Hendricks-Richardson,Polyclinic,0,St. George,2021-09-03,2025-08-22,-,-
HF-007194,"Johnson, Miller And Flores",Polyclinic,85,-,2020-03-11,2020-07-28,"13.23448, -59.04058",Follow-up 2023
HF-007195,Lawrence Group,Polyclinic,359,St. Andrew,2021-07-31,2022-01-02,-,Needs upgrade
HF-007196,Allen-Campos Medical Center,Polyclinic,68,St. John,2020-10-02,2024-07-16,"12.71191, -59.2228",-
HF-007197,Smith-Gutierrez Medical Center,Community Health Center,50,St. James,2016-11-15,2023-08-03,"-59.20126, 13.22158",-
HF-007198,Greer Llc Clinic,Community Health Center,0,-,2023-09-23,2024-09-05,-,-
HF-007199,"Richardson, Armstrong And White",Polyclinic,10,St. George,2018-12-12,2025-05-23,"12.85206, -59.22334",-
HF-007200,"Garcia, Alvarez And Wright",Hospital,0,Christ Church,2018-02-11,2024-12-09,"-58.72997, 13.15781",Follow-up 2023
HF-007201,"Elliott,-Brown-And-Young",-,10,-,2019-10-10,2023-08-18,"-59.02673, 12.95656",Follow-up 2023
HF-007202,Randall Inc,Hospital,468,St. John,2021-12-01,2023-10-06,"124312.0, 584249.0",-
HF-007203,French Ltd Health Centre,Polyclinic,319,-,2017-05-29,2018-05-06,"125759.0, 584945.0",-
HF-007204,Palmer-Daniel Clin,-,0,-,2021-02-14,2023-02-26,"13430.0, 59111.0",Reinspection due
HF-007205,Palmer-Daniel Clinic,-,0,-,2021-02-14,2023-02-26,"13430.0, 59111.0",Reinspection due
HF-007206,Ingram-Robbins Medical Center,Polyclinic,409,-,2022-01-20,2022-10-29,"-58.78061, 12.89974",Reinspection due
HF-007207,"Sanchez, Robinson And Snyder",Polyclinic,87,-,2017-02-28,2021-09-01,"-58.97272, 12.7865",Follow-up 2023
HF-007208,"Freeman, Roman And Hall",Community Health Center,72,St. John,2019-07-12,2024-06-10,"12444.0, 585141.0",Follow-up 2023
HF-007209,"Berry, Ruiz And Santos Hospital",-,10,-,2024-12-06,2025-05-15,-,Good
HF-007210,Cuevas-King Infirmary,Community Health Center,126,-,2018-06-25,2024-10-29,"-59.29973, 13.28233",-
HF-007211,"Lopez, Watts And Bennett",-,6,-,2023-03-15,2023-10-09,-,Follow-up 2023
HF-007212,"Powell,-Cabrera-And-Murray",Hospital,407,-,2022-04-18,2023-10-26,-,-
HF-007213,"Smith, Hayes And Skinner Health Centre",-,119,-,2017-10-13,2019-06-05,"13.23701, -59.1636",-
HF-007214,"Singh, Burns And Mclean Hospital.",Polyclinic,3,-,2018-05-12,2023-07-09,"-59.14658, 12.81747",Reinspection due
HF-007215,Barnes-Group Clinic,Hospital,121,-,2016-10-11,2020-07-11,-,-
HF-007216,Barnes-Group Clin,Hospital,121,-,2016-10-11,2020-07-11,-,-
HF-007217,Johnson And Sons Clinic,Polyclinic,69,-,2022-09-26,2023-06-21,"-58.71324, 13.01103",-
HF-007218,Whitaker And Sons Health Centre,Polyclinic,0,St. Lucy,2021-07-15,2022-08-01,"131138.0, 585425.0",-
HF-007219,Johns Llc Polyclinic,Polyclinic,325,-,2023-03-03,2024-02-25,-,-
HF-007220,Williams Llc Polyclinic,Community Health Center,203,-,2025-02-02,2025-06-15,"13.14429, -58.71186",Needs upgrade
HF-007221,Jordan-Llc Medical Center,Polyclinic,234,-,2023-11-05,2024-07-09,"1395.0, 591223.0",-
HF-007222,Nixon-Briggs Hospital,Community Health Center,343,-,2019-03-10,2024-01-24,-,-
HF-007223,Romero-Ltd Polyclinic,Community Health Center,111,-,2020-01-02,2024-07-16,-,Needs upgrade
HF-007224,"Burke, Miller And Davis Infirmary",Polyclinic,0,St. Michael,2019-01-14,2021-11-08,"-59.0366, 12.74911",-
HF-007225,"Singh, Martin And Carlson",Community Health Center,0,-,2020-05-24,2023-05-14,-,-
HF-007226,Vega-Hill Clinic,Community Health Center,0,-,2016-01-29,2019-06-22,-,-
HF-007227,Shepherd-Ltd Health Centre,Community Health Center,0,-,2020-03-15,2025-08-24,"-59.25212, 12.89668",-
HF-007228,"Martinez,-Savage-And-Evans Hospital",Polyclinic,135,-,2021-10-11,2022-04-02,"-58.80884, 12.76142",Reinspection due
HF-007229,Lawson-Sanchez Polyclinic,Community Health Center,412,-,2020-03-29,2024-05-01,"12.72434, -58.83161",-
HF-007230,Phillips-Thomas,Polyclinic,0,-,2019-04-21,2021-07-29,"124345.0, 59114.0",-
HF-007231,Meyer Llc Hospital,Community Health Center,160,-,2021-12-10,2022-07-27,"-58.85343, 13.27807",Follow-up 2023
HF-007232,"Ochoa,-Stark-And-Young Polyclinic",Polyclinic,0,-,2019-03-26,2022-03-17,-,-
HF-007233,Edwards-Clay Hospital,Community Health Center,0,St. Peter,2016-12-17,2025-11-27,"1349.0, 584842.0",Good
HF-007234,Stuart Llc Hospital,Community Health Center,0,-,2020-06-24,2025-04-26,"-58.86312, 13.18397",-
HF-007235,Harvey Ltd Clinic,Polyclinic,0,-,2023-07-23,2025-09-15,"13.00185, -59.01443",-
HF-007236,"Henry, Cox And Richards Clinic",Polyclinic,306,-,2018-02-12,2023-07-02,"12456.0, 585820.0",-
HF-007237,"Henry, Cox And Richards Clin",Polyclinic,306,-,2018-02-12,2023-07-02,"12456.0, 585820.0",-
HF-007238,"Johnson, Reyes And Stewart",Hospital,0,-,2019-01-29,2024-03-12,"13.26323, -58.82865",-
HF-007239,Thomas Llc Hospital,Hospital,0,-,2023-07-27,2025-05-24,-,Needs upgrade
HF-007240,"Adams, Watson And Summers Health Centre",Community Health Center,0,-,2019-05-16,2019-12-15,-,Follow-up 2023
HF-007241,"Cruz, Wells And Rodriguez Hospital",Community Health Center,461,-,2021-11-21,2023-06-22,"-58.83535, 12.83811",-
HF-007242,Hall Llc,Polyclinic,0,-,2019-05-07,2022-08-31,-,Needs upgrade
HF-007243,Morrison-Rocha Clinic,Community Health Center,362,-,2021-11-05,2025-07-26,"-59.15384, 12.79617",-
HF-007244,"Williams, Carson And Gibson Infirmary",Polyclinic,177,-,2016-12-27,2023-04-23,-,-
HF-007245,Jackson And Sons Hospital,Community Health Center,0,-,2023-05-04,2023-07-25,"-58.89042, 12.76054",-
HF-007246,"Johnson, Orr And Perez",Polyclinic,492,-,2019-02-14,2021-06-08,"12.72559, -58.99244",Good
HF-007247,Edwards-Leonard Hospital,Polyclinic,280,St. John,2017-10-27,2019-11-16,"-58.74837, 13.28552",-
HF-007248,Turner-Schneider Hospital,Hospital,176,-,2019-12-23,2025-11-17,-,-
HF-007249,Lee-Quinn Medical Center,Community Health Center,2,-,2020-07-01,2025-09-19,"-59.21649, 13.21085",-
HF-007250,"Morris, Jones And Stevenson Medical Center",Polyclinic,424,-,2019-01-11,2021-03-19,-,-
HF-007251,Bray Group,Community Health Center,376,-,2016-08-12,2025-06-17,"-58.81535, 12.99656",Needs upgrade
HF-007252,Gomez Group,Polyclinic,246,-,2022-01-27,2023-05-24,-,-
HF-007253,"Allen, Simmons And Thompson Medical Center",-,0,St. Peter,2020-03-01,2020-12-07,"-58.80428, 13.12024",Good
HF-007254,"Davis, Hickman And Christensen",Community Health Center,334,-,2017-01-08,2018-04-26,-,Follow-up 2023
HF-007255,"Smith,-Patrick-And-Cline",Polyclinic,277,St. Andrew,2021-03-10,2024-12-02,-,Good
HF-007256,Christensen-Alvarado Hospital,Community Health Center,396,St. Lucy,2018-01-10,2019-05-14,"-58.90262, 12.74527",Follow-up 2023
HF-007257,May And Sons Medical Center,Polyclinic,10,-,2016-02-17,2018-01-01,"1326.0, 59038.0",Follow-up 2023
HF-007258,"Hurley, Jensen And Perkins Hospital",Hospital,338,-,2025-09-09,2025-09-26,"13.21772, -59.18644",Reinspection due
HF-007259,"White,-Wilcox-And-Martin Medical Center",Polyclinic,408,-,2019-12-16,2024-01-18,"12.71967, -58.88816",-
HF-007260,Guerrero Hospital,Community Health Center,0,-,2019-12-25,2023-05-31,"-59.10385, 12.8403",Reinspection due
HF-007261,"Lopez, Allen And Estrada Hospital",Hospital,285,-,2018-10-14,2023-05-20,-,Reinspection due
HF-007262,"Young, Dickerson And Wells",Community Health Center,416,-,2022-04-03,2023-11-02,"-59.23137, 12.993",Good
HF-007263,Jones-Moon,Community Health Center,391,-,2018-09-20,2023-10-21,"13.18918, -59.29334",Good
HF-007264,"Ramirez, Cooper And Stone Hospital",Hospital,193,-,2021-10-24,2024-12-30,"-58.76473, 12.82983",Follow-up 2023
HF-007265,"Pierce, Glenn And Norton Hospital",-,430,-,2024-04-04,2025-06-10,"13.15939, -59.20132",Good
HF-007266,Perry Inc,Community Health Center,0,-,2021-11-06,2024-01-19,"13446.0, 5988.0",-
HF-007267,Craig-Mitchell Hospital,-,236,St. Peter,2019-05-08,2025-07-27,-,-
HF-007268,Williams Group Hospital,Community Health Center,422,St. Joseph,2019-08-05,2025-09-20,"-59.20678, 12.8461",Follow-up 2023
HF-007269,"Davis,-Hernandez-And-Simon Infirmary",Community Health Center,466,-,2019-09-13,2022-07-28,"-58.72388, 12.88048",-
HF-007270,"Cox,-Washington-And-Blair",Community Health Center,0,-,2017-11-27,2021-12-28,-,Reinspection due
HF-007271,Lawrence-Nguyen Medical Center,Polyclinic,0,-,2025-10-21,2025-12-20,"-58.76112, 13.26527",-
HF-007272,"Sellers, Gibson And Klein Polyclinic",Community Health Center,21,St. John,2021-03-24,2023-03-05,-,-
HF-007273,Williams-Inc Health Centre,-,346,-,2023-09-03,2024-06-01,"13.03765, -58.8478",Needs upgrade
HF-007274,Solis,Polyclinic,0,-,2017-06-03,2018-05-09,-,-
HF-007275,"Williams, Sanders And Turner Health Centre",Community Health Center,310,St. John,2019-07-31,2024-09-25,"-58.98132, 12.88486",Follow-up 2023
HF-007276,Liu-Perez,Community Health Center,69,-,2016-08-16,2018-02-03,-,Reinspection due
HF-007277,Garcia Llc Hospital,Community Health Center,0,St. Michael,2018-06-09,2025-09-30,"13117.0, 59651.0",Good
HF-007278,Cole-Inc Hospital,Polyclinic,167,-,2019-12-13,2020-09-30,"-58.86443, 13.15694",-
HF-007279,"Kelly, Cervantes And Salinas",Community Health Center,417,-,2016-12-03,2019-09-19,"12.70497, -59.19715",Follow-up 2023
HF-007280,Levy-Rogers Infirmary,Community Health Center,307,-,2016-10-25,2022-11-15,-,-
HF-007281,"Hansen, Serrano And Ramirez Health Centre",Community Health Center,0,-,2018-08-19,2021-12-10,"13028.0, 59738.0",-
HF-007282,"Erickson,-King-And-Mack Hospital",Community Health Center,0,St. George,2020-07-25,2021-06-12,"125216.0, 591029.0",Follow-up 2023
HF-007283,"Gregory, Miller And Watkins Health Centre",Hospital,10,-,2019-06-18,2024-06-15,"12.97566, -58.97619",-
HF-007284,Brown-Lucas Clinic,Polyclinic,422,-,2018-12-08,2018-12-23,-,Reinspection due
HF-007285,Murphy-Wolfe Infirmary,Community Health Center,10,-,2021-04-25,2021-11-12,-,Needs upgrade
HF-007286,Thompson-Baker,-,151,-,2023-02-10,2023-04-06,"13727.0, 591454.0",-
HF-007287,Patterson And Sons Hospital,Community Health Center,221,-,2018-03-11,2025-07-16,"-59.02995, 12.90651",-
HF-007288,Gordon-Lozano Infirmary,Community Health Center,417,-,2016-11-15,2019-10-22,"125037.0, 591332.0",Reinspection due
HF-007289,"Davis,-Carter-And-Johnson Hospital",-,113,St. James,2020-05-24,,"-59.00715, 12.80279",-
HF-007290,Wilkins-Inc,Community Health Center,5,-,2020-08-26,2022-03-11,"-59.07413, 12.78907",-
HF-007291,Hall-Cox Hospital,Community Health Center,477,-,2020-10-05,2024-08-17,-,-
HF-007292,Freeman-Newton,Polyclinic,263,St. Peter,2016-12-14,2024-07-07,"-59.05694, 12.94787",-
HF-007293,Bishop-Phelps,Polyclinic,202,-,2019-07-04,2020-04-01,"13226.0, 59937.0",-
HF-007294,Allison,Polyclinic,20,St. George,2020-08-25,2023-11-07,"125436.0, 584647.0",-
HF-007295,Patrick Health Centre,Community Health Center,0,-,,2020-12-14,"13214.0, 59518.0",-
HF-007296,"Johnson, Burke And Edwards Health Centre",Polyclinic,0,-,2019-05-12,2021-08-23,-,Needs upgrade
HF-007297,Nicholson-Little Hospital,Community Health Center,283,St. Lucy,2020-11-24,2025-11-25,-,Follow-up 2023
HF-007298,"Young, Dunlap And Mata",Community Health Center,0,-,2021-07-14,2022-09-11,"12500.0, 5973.0",-
HF-007299,Williams Ltd,Community Health Center,0,-,2017-11-22,2020-01-11,-,-
HF-007300,"Wallace, Perry And Gonzales Infirmary",-,0,St. James,2017-07-13,2020-03-10,-,Reinspection due
HF-007301,Horne-Baker Medical Center,Polyclinic,0,St. John,2018-10-21,2021-08-10,"-59.1817, 13.29643",-
HF-007302,"Jimenez, Mullins And Hamilton Hospital",-,0,St. Michael,2017-04-19,2018-04-09,"13.09865, -59.21086",-
HF-007303,"Cohen, Phillips And Powell Clinic",-,381,-,2019-10-01,2025-08-14,"124816.0, 585350.0",-
HF-007304,Johnson-Martinez,Polyclinic,131,-,2018-03-21,2025-03-10,"-59.28849, 12.73095",Needs upgrade
HF-007305,Smith And Sons Medical Center,Hospital,27,St. Andrew,2025-06-27,2025-11-13,"-58.70016, 12.77962",-
HF-007306,"Lamb,-Morton-And-Garcia",-,0,-,2023-05-05,2024-11-10,"-58.96244, 12.72442",Needs upgrade
HF-007307,Garcia-Singleton Health Centre,Community Health Center,0,-,2018-08-02,2019-02-02,-,-
HF-007308,Cervantes Ltd,Polyclinic,20,-,2024-09-21,2025-01-07,"-59.27196, 13.07802",Reinspection due
HF-007309,Rivera Llc,Community Health Center,6,-,2019-03-24,2019-12-05,-,-
HF-007310,"King, Wade And Barker Polyclinic",Community Health Center,312,St. Lucy,2021-08-26,2022-07-12,"12447.0, 584959.0",-
HF-007311,Hall-Maxwell Hospital,Community Health Center,331,-,2021-12-12,2024-04-26,-,-
HF-007312,Nelson Ltd Hospital,Polyclinic,298,-,2017-01-03,2019-01-10,-,Follow-up 2023
HF-007313,"Smith, Briggs And Vasquez Hospital",Polyclinic,0,-,2016-08-06,2022-02-27,"125734.0, 58555.0",-
HF-007314,Vasquez-Deleon,Hospital,268,-,2023-05-22,2024-09-21,"-58.82951, 12.7327",-
HF-007315,"Smith, Norris And Mejia Health Centre",-,10,-,2017-03-03,2023-12-22,"-59.22512, 13.24146",Needs upgrade
HF-007316,Wood Ltd Medical Center,Community Health Center,282,-,2016-08-23,2020-09-30,"1312.0, 58566.0",Reinspection due
HF-007317,Montgomery-Martinez Hospital,Hospital,75,St. Lucy,2018-11-20,2024-11-08,-,-
HF-007318,Perkins-Avila,Community Health Center,429,St. Michael,2016-12-09,2021-03-11,"-59.16118, 13.27394",-
HF-007319,"Gonzalez, Smith And Davis",Community Health Center,10,-,2023-01-24,2023-08-10,-,-
HF-007320,Hicks Hospital,-,340,-,2022-01-01,2023-02-12,"-58.98017, 13.03068",-
HF-007321,"Sanders, Hughes And Lawson Infirmary",Community Health Center,253,St. Peter,2019-10-22,2021-08-31,-,Follow-up 2023
HF-007322,"Gordon, Cooley And Day Hospital",Community Health Center,484,-,2019-06-25,2019-08-24,"-59.06767, 12.73528",Follow-up 2023
HF-007323,Williams-Bailey Medical Center,Hospital,290,-,2021-04-27,2025-09-29,-,-
HF-007324,Butler-Miller Polyclinic,Community Health Center,0,-,2018-12-13,2022-09-19,-,Needs upgrade
HF-007325,"Calderon, George And Gonzales Medical Center",Community Health Center,140,-,2016-07-12,2024-11-25,"-59.16396, 12.84039",Reinspection due
HF-007326,"Johnson,-Thomas-And-Floyd Infirmary",Community Health Center,10,St. John,2021-12-23,2024-02-13,"12.92674, -59.17478",-
HF-007327,Rodriguez Llc,Community Health Center,347,-,2019-05-09,2023-12-15,-,Reinspection due
HF-007328,Estrada-Group,Polyclinic,159,-,2023-05-20,2024-08-20,"-58.79374, 12.8738",-
HF-007329,Bowman-Nash,Polyclinic,424,-,2019-02-23,2022-08-06,"13.14339, -59.17059",Needs upgrade
HF-007330,Estes-Cobb,-,113,-,2018-05-09,2018-07-10,"131156.0, 585553.0",-
HF-007331,Murphy-Rodriguez Polyclinic,Community Health Center,382,-,2016-06-10,2020-04-15,-,Reinspection due
HF-007332,"David, Harris And Jacobson",Community Health Center,0,St. Joseph,2021-10-09,2025-04-10,-,Needs upgrade
HF-007333,Nelson-Inc Infirmary,Polyclinic,366,-,2016-04-05,2023-12-10,"-58.82883, 13.09784",Reinspection due
HF-007334,Calhoun-Gibbs Medical Center,Hospital,124,-,2021-08-20,2025-07-27,-,-
HF-007335,Montgomery-Nichols,Polyclinic,10,-,2022-12-10,2024-03-24,-,-
HF-007336,Moses And Sons Infirmary,Community Health Center,10,St. Joseph,2022-03-19,2024-04-24,"-59.29708, 13.06104",-
HF-007337,"Harrington,-Carrillo-And-Tucker",Community Health Center,10,-,2022-06-14,2023-10-14,-,-
HF-007338,"Gross, Robbins And Jones Polyclinic",-,0,-,2019-10-09,2020-02-15,"125528.0, 59437.0",-
HF-007339,Dixon Ltd Polyclinic,Polyclinic,361,-,2018-03-23,2024-04-29,"125225.0, 59041.0",Reinspection due
HF-007340,"Russell,-Benitez-And-Waters Hospital",-,214,-,2024-06-28,2025-04-05,-,-
HF-007341,"Nelson, Tucker And Estes",Community Health Center,127,St. John,2020-07-19,2024-08-30,"-59.29983, 12.91303",Reinspection due
HF-007342,"Boone, Shah And Johnson Hospital",Polyclinic,0,-,2018-09-13,2023-02-11,"-59.26902, 12.99429",-
HF-007343,Cooper-Brewer,Community Health Center,6,St. Lucy,2016-05-29,2023-05-24,"-59.05019, 12.87089",-
HF-007344,"Neal, Lopez And Madden Hospital",-,0,-,2018-08-24,2020-01-31,-,-
HF-007345,Perez-Evans Polyclinic,-,0,St. Andrew,2018-12-31,2019-08-03,"-58.75235, 13.17215",-
HF-007346,Butler-Young,Community Health Center,204,-,2019-10-09,2021-11-08,-,Good
HF-007347,Palmer-Williams Hospital,Community Health Center,258,-,2019-05-18,2022-12-30,-,-
HF-007348,Brooks Inc,Community Health Center,372,-,2022-09-10,2023-08-21,-,-
HF-007349,Harrell-Jones Health Centre,Community Health Center,429,-,2020-10-07,2023-08-18,"12.95082, -59.14681",-
HF-007350,Spencer-Scott Polyclinic,Community Health Center,164,-,2018-04-17,2022-09-04,-,-
HF-007351,"Greene, Steele And Kline Polyclinic",Polyclinic,349,-,2022-01-22,2024-03-24,"-59.08017, 13.13039",-
HF-007352,Jackson-Evans Polyclinic,Community Health Center,10,-,2021-04-27,2025-06-08,-,-
HF-007353,Collins-Barrett Clinic,Polyclinic,468,St. John,2018-04-15,2024-12-23,"-59.23933, 12.94877",Needs upgrade
HF-007354,"Hernandez, Turner And Hoffman Infirmary",Community Health Center,0,St. Peter,2023-08-12,2025-03-23,"-59.29702, 12.91991",-
HF-007355,Henderson-,Polyclinic,460,-,2020-01-19,2022-07-25,"-59.23221, 12.96951",-
HF-007356,Owens-Rush Infirmary,Community Health Center,374,-,2016-09-25,2018-05-23,-,Needs upgrade
HF-007357,Zavala-Wood Hospital,Polyclinic,466,-,2018-08-03,2020-08-10,"-58.84276, 13.28238",-
HF-007358,Villarreal Inc,Polyclinic,250,St. George,2020-07-12,2022-01-13,"125714.0, 591738.0",-
HF-007359,"Owen, Washington And Hayes",Community Health Center,68,St. Peter,2022-08-25,2023-11-30,"-58.77166, 12.78716",Reinspection due
HF-007360,Rodriguez Group Clinic,Community Health Center,0,-,2021-05-26,2024-01-05,-,-
HF-007361,Rodriguez Group Clin,Community Health Center,0,-,2021-05-26,2024-01-05,-,-
HF-007362,"Long, King And Case Health Centre",Polyclinic,498,-,2016-01-20,2024-10-31,-,Good
HF-007363,"Taylor, Rodriguez And Anderson Medical Center",Polyclinic,0,-,2019-05-12,2020-05-02,"-59.25934, 13.2601",-
HF-007364,Jackson-Gray,Community Health Center,92,-,2022-08-10,2022-08-15,-,-
HF-007365,"Haas, Collins And Paul Polyclinic",Community Health Center,342,-,2022-12-14,2023-08-30,"124332.0, 585345.0",-
HF-007366,"Rios, Ramirez And Miller Health Centre",Hospital,0,St. Peter,2019-06-12,2024-11-07,-,Reinspection due
HF-007367,Perez-Morton Medical Center,Polyclinic,0,-,2020-04-21,2022-06-03,"-58.75693, 12.83845",Needs upgrade
HF-007368,Pearson-Gonzalez Medical Center,Polyclinic,0,-,2018-02-17,2019-11-27,"12.75675, -58.77403",-
HF-007369,Gomez-Foster Infirmary,Polyclinic,458,-,2019-11-08,2021-03-27,"12.94469, -59.17082",Good
HF-007370,Hernandez-Smith Clinic,-,0,St. James,2018-12-07,2020-11-03,"-58.87808, 13.13471",-
HF-007371,Hernandez-Smith Clin,-,0,St. James,2018-12-07,2020-11-03,"-58.87808, 13.13471",-
HF-007372,"Ross, West And Cole",-,21,-,2020-12-22,2025-01-10,"13159.0, 591637.0",Reinspection due
HF-007373,"Hart,-Sparks-And-Zhang Hospital",Polyclinic,0,-,2017-12-16,2023-03-07,-,Follow-up 2023
HF-007374,Robinson-Barton Polyclinic,Community Health Center,238,St. Peter,2019-12-16,2021-07-23,"13420.0, 59233.0",Needs upgrade
HF-007375,Green And Sons,Hospital,212,St. Andrew,2020-01-30,2025-02-24,"12.91718, -59.02933",-
HF-007376,"Rasmussen,-Lutz-And-Osborne Infirmary",Polyclinic,437,-,2017-12-11,2018-01-23,"125931.0, 584437.0",-
HF-007377,Rowe Ltd Clinic,-,26,-,2018-07-28,2021-05-10,"125129.0, 59827.0",-
HF-007378,Vasquez Ltd,Polyclinic,0,-,2017-04-14,2020-01-08,"-58.79579, 13.14988",-
HF-007379,Andrews-Harrison Health Centre,Polyclinic,354,St. Michael,2018-03-31,2022-01-18,"13.20364, -59.15607",Reinspection due
HF-007380,"Ward, Davis And Anderson",Polyclinic,85,-,2019-08-06,2022-02-16,-,-
HF-007381,Strickland Polyclinic,Hospital,71,-,2020-03-07,2024-04-27,"-58.72742, 13.10856",-
HF-007382,Ross-Salas,Polyclinic,0,-,2020-04-14,2024-12-29,"12.75946, -59.1603",Follow-up 2023
HF-007383,Mitchell-Llc Hospital,Polyclinic,0,-,2018-12-18,2022-07-22,-,-
HF-007384,"Gonzalez, Stewart And Serrano Polyclinic",Community Health Center,0,-,,2025-01-14,"13925.0, 585610.0",-
HF-007385,Rivers-Frederick Health Centre,-,10,-,,2018-07-03,"-59.12371, 12.77676",Good
HF-007386,Howell Polyclinic,Polyclinic,43,-,2018-07-15,2019-01-07,"13.00492, -58.83439",-
HF-007387,Harris-Pope Clinic,Hospital,458,-,2017-11-14,2025-04-06,"13843.0, 585241.0",Follow-up 2023
HF-007388,"Garrett, Copeland And Bell Infirmary",Polyclinic,0,-,2025-02-02,2025-09-14,-,-
HF-007389,"Mullen, Larsen And Patterson Infirmary",Hospital,354,-,2022-11-26,2022-12-20,"-59.10407, 12.99522",Follow-up 2023
HF-007390,Wilson-Wallace Infirmary,Community Health Center,0,-,2020-01-17,2023-05-21,"12.72945, -59.12118",-
HF-007391,Hudson-Gilbert,Community Health Center,0,-,2020-07-10,2022-11-20,"13354.0, 584728.0",-
HF-007392,"Turner, Lin And Harris Health Centre",Polyclinic,0,-,2023-12-15,2023-12-31,-,-
HF-007393,Simon-And-Sons,Community Health Center,402,-,2023-12-04,2025-01-25,"125138.0, 585427.0",Needs upgrade
HF-007394,"Ward, Mitchell And Johnson",-,0,-,2021-04-03,2022-01-01,"13426.0, 59179.0",Needs upgrade
HF-007395,Chambers-Olson Health Centre,Community Health Center,0,-,2021-10-05,2025-09-13,"125410.0, 59921.0",-
HF-007396,"Turner,-Logan-And-Decker Infirmary",Community Health Center,306,-,2022-01-27,2022-09-19,"125048.0, 59023.0",Reinspection due
HF-007397,"Rice, Bartlett And Thompson Clinic",Community Health Center,408,-,2021-06-06,2024-08-08,"-59.15079, 13.10836",-
HF-007398,Nguyen Inc,Community Health Center,0,-,2017-01-01,2019-01-20,"13.01474, -59.02908",-
HF-007399,Hamilton Llc Clinic,Hospital,102,-,2020-09-16,2025-03-20,"-59.08381, 12.707",-
HF-007400,Wise-Wang Infirmary,-,47,-,2016-01-14,2018-02-06,"124852.0, 585325.0",Good
HF-007401,"Lee, Moore And Harper Infirmary",Community Health Center,336,-,2022-11-04,2025-11-16,"-58.77944, 12.73658",-
HF-007402,"French, Lee And Mcdonald Polyclinic",Polyclinic,152,-,2024-08-14,2025-01-01,-,-
HF-007403,"Ponce, Collins And Joseph",Hospital,498,-,2019-04-23,2021-06-05,"12.77979, -58.9498",-
HF-007404,Day-Mooney Infirmary,Polyclinic,0,-,2021-08-11,2023-05-05,-,-
HF-007405,Payne Ltd Health Centre,-,10,St. Peter,2020-12-06,2022-01-21,"-59.02688, 13.28901",-
HF-007406,Baker,Community Health Center,296,-,2017-09-28,2024-11-05,"-59.29946, 12.96327",-
HF-007407,Wagner Group Polyclinic,Community Health Center,10,St. Joseph,2019-03-29,2025-09-07,"124619.0, 585913.0",Needs upgrade
HF-007408,"Christian, Hampton And Weaver",Hospital,0,-,2019-08-30,2021-08-28,-,-
HF-007409,"Gray,-Huffman-And-Jimenez Clinic",Hospital,10,-,2018-02-27,2025-11-11,"13.16595, -58.8295",Needs upgrade
HF-007410,Smith,Polyclinic,393,-,2020-04-26,2022-07-18,"-59.10106, 12.89022",-
HF-007411,Williams-,Community Health Center,493,-,2018-05-26,2019-07-11,"13.2108, -59.15529",Follow-up 2023
HF-007412,Morrison-Vasquez,Polyclinic,13,-,2017-05-22,2024-12-15,"12.76513, -58.87506",Follow-up 2023
HF-007413,Rogers-Hill Hospital.,Community Health Center,0,St. Lucy,2018-12-05,2023-05-23,"12.94505, -58.79693",-
HF-007414,Francis Llc Health Centre,Polyclinic,0,St. James,2020-10-13,2021-03-13,"-58.85722, 12.98354",Good
HF-007415,Rice-Barber,Polyclinic,0,St. John,2020-07-04,2021-10-31,"-59.0506, 12.78237",Reinspection due
HF-007416,"Coleman,-Spencer-And-Miller",-,168,-,2020-01-04,2022-01-13,-,Reinspection due
HF-007417,Richards-Rios,-,0,-,2021-11-02,2023-09-22,"-58.81346, 13.18306",-
HF-007418,"Conner, Garcia And Vazquez",Community Health Center,92,-,2023-10-20,2024-12-01,"12.89054, -58.89086",-
