Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-009603,"Marshall,-Berry-and-Arnold Hospital",Community Health Center,0,,2025-02-16,2025-03-11,"125151.0, 58543.0",Reinspection due
HF-009604,Pham-Burke Infirmary,Community Health Center,260,,2022-10-20,2025-07-17,"13.22718, -59.21707",
HF-009606,Sanchez and Sons,Polyclinic,389,,2023-04-14,2024-06-20,"12.89167, -58.8564",
HF-009607,Gibson Ltd,Hospital,313,,2021-11-16,2021-11-30,,Reinspection due
HF-009608,"Stevens, Schroeder and Yoder",Polyclinic,10,,2018-09-21,2021-02-16,"-58.74851, 12.82289",Reinspection due
HF-009609,Reed-Russell Clinic,Polyclinic,3,,2021-11-21,2022-05-05,,
HF-009610,Reed-Russell Clin,Polyclinic,3,,2021-11-21,2022-05-05,,
HF-009611,Moss-Fitzgerald,Hospital,447,,2022-08-31,2023-11-03,"13224.0, 584413.0",
HF-009612,Garcia Inc Clinic,Community Health Center,500,,2017-10-12,2020-08-16,,Good
HF-009613,"Nixon, Jackson and Graham",Polyclinic,335,,2020-11-21,2025-10-13,,
HF-009614,"Maldonado,-Harris-and-Jackson Medical Center",,381,St. John,2021-05-31,2022-11-28,"124532.0, 59736.0",
HF-009615,"Gomez, Johnson and Strong",,113,,2019-10-23,2020-12-24,"13.27095, -59.24074",
HF-009616,Long Inc Polyclinic,Polyclinic,193,,2022-04-19,2023-04-18,,
HF-009617,Alexander-Stewart Infirmary,Polyclinic,39,,2019-11-12,2023-08-17,,Reinspection due
HF-009618,Walker-Simpson Clinic,Community Health Center,158,St. George,2019-02-20,2021-06-21,,
HF-009619,Walker-Simpson Clin.,Community Health Center,158,St. George,2019-02-20,2021-06-21,,
HF-009620,"Hernandez, Jones and Jackson",Polyclinic,0,St. Andrew,2019-07-04,2020-08-11,"12.77424, -59.08354",
HF-009621,"Webb, Mcintosh and Jackson",Community Health Center,248,,2018-09-12,2023-12-01,"124516.0, 591330.0",
HF-009622,"Reyes, Stanley and Taylor Hospital",Polyclinic,10,,2018-07-28,2022-01-25,"125927.0, 591340.0",Reinspection due
HF-009623,Decker Group Health Centre,Community Health Center,0,,2017-10-27,2021-02-23,,Needs upgrade
HF-009624,Price-Simpson Medical Center,Polyclinic,63,,2018-08-27,2022-05-30,,
HF-009625,Perry Group,Community Health Center,0,,2020-01-27,2021-03-16,,
HF-009626,"Mcguire, Martin and Davis Hospital",Community Health Center,285,,2016-05-26,2023-08-30,"1316.0, 58597.0",
HF-009627,Savage-Sanders Hospital,Community Health Center,65,,2018-02-17,2021-04-17,"13.12714, -59.15035",
HF-009628,Williams and Sons Clinic,Polyclinic,0,St. Joseph,2019-04-19,2021-10-21,"13139.0, 59553.0",
HF-009629,Rodriguez-Cooper,Polyclinic,212,St. Joseph,2019-01-04,2020-01-03,"125013.0, 591258.0",
HF-009630,"Gonzales, Preston and Higgins",,0,,2017-03-31,2021-11-04,,
HF-009631,Walsh and Sons,Hospital,211,,2022-05-30,2025-06-22,,Reinspection due
HF-009632,Young Ltd,,21,,2019-11-22,2021-06-28,,
HF-009633,Smith-Randolph Health Centre,Community Health Center,212,,2023-04-02,2024-10-12,"13.20279, -59.09024",
HF-009634,Jenkins LLC,Hospital,34,,2017-08-29,2019-05-10,,Good
HF-009635,White Inc Health Centre,Polyclinic,67,,2017-11-11,2024-06-25,"124845.0, 591423.0",
HF-009636,Gallagher,Community Health Center,62,,2023-09-03,2024-12-23,,
HF-009637,Stewart-,Community Health Center,452,St. John,2019-11-22,2024-03-01,,Reinspection due
HF-009638,Church-Rich Polyclinic,Polyclinic,0,,2020-12-25,2023-01-21,,
HF-009639,Clements-and-Sons Polyclinic,Community Health Center,157,,2018-09-22,2021-04-19,,Reinspection due
HF-009640,Greer-Braun,Hospital,0,,2017-09-24,2023-06-29,"-59.02182, 13.26846",
HF-009641,Black-Reed,Polyclinic,269,,2023-03-07,2025-01-27,"13754.0, 584550.0",Good
HF-009642,Mcdaniel-Douglas Medical Center,Community Health Center,0,,2018-12-23,2021-06-29,"-59.18819, 13.14742",
HF-009643,Jackson Inc Health Centre,Polyclinic,88,,2017-07-24,2021-12-15,"-58.91192, 12.80145",
HF-009644,Adams Inc Clinic,Polyclinic,154,St. Michael,2018-07-11,2023-09-29,,
HF-009645,Adams Inc Clin,Polyclinic,154,St. Michael,2018-07-11,2023-09-29,,
HF-009646,Myers-Huang Hospital.,Hospital,430,,2016-08-30,2024-07-13,"-59.00612, 12.96012",Reinspection due
HF-009647,"Page, Cobb and Perry Hospital",Community Health Center,0,St. Peter,2019-07-21,2022-09-03,"-59.02222, 13.09198",
HF-009648,"Williams, Morales and Castillo Hospital",Polyclinic,25,,,2020-06-11,"131115.0, 585459.0",
HF-009649,"Robles,-Williams-and-Miller Infirmary",Community Health Center,0,,2022-05-09,2022-12-02,"131023.0, 584846.0",
HF-009650,"Mccall, Smith and Smith Hospital",Hospital,169,St. James,2018-03-27,2019-04-22,,Follow-up 2023
HF-009651,"Williams, Castaneda and Zimmerman Clinic",Hospital,10,,2019-07-14,2020-08-31,,
HF-009652,"Williams, Castaneda and Zimmerman Clin",Hospital,10,,2019-07-14,2020-08-31,,
HF-009653,"Moody,-Kennedy-and-Macdonald Hospital",,195,St. Peter,2019-10-07,2023-11-22,,
HF-009654,Rocha-White Medical Center,Hospital,0,St. Michael,2020-01-20,2025-09-13,"-59.09112, 12.70192",
HF-009656,"Clark,-Estrada-and-Bartlett",Polyclinic,74,,2023-07-09,2024-04-24,"-58.85909, 12.80783",
HF-009657,Dean LLC Clinic,Polyclinic,0,,2018-04-14,2018-05-04,"1326.0, 585340.0",Needs upgrade
HF-009658,Dean LLC Clin,Polyclinic,0,,2018-04-14,2018-05-04,"1326.0, 585340.0",Needs upgrade
HF-009660,Rodriguez and Sons Hospital,Community Health Center,236,,2020-12-11,2025-06-11,"125052.0, 585524.0",
HF-009661,Smith-Gilbert Hospital,Polyclinic,0,,2020-08-20,2022-05-09,"-58.99632, 13.029",Good
HF-009662,"Mack, Mcfarland and Cook",Polyclinic,0,,2017-01-11,2025-10-17,"-59.16844, 13.23958",Good
HF-009663,Jackson Infirmary,,94,,2022-02-24,2024-06-08,,
HF-009664,Richards-Cox Polyclinic,Polyclinic,11,,2023-10-27,2025-07-03,"-58.75637, 12.89268",Reinspection due
HF-009665,Wolfe Group,Community Health Center,429,,2021-10-03,2022-11-12,"13.182, -58.85886",
HF-009666,Montes Group,Polyclinic,0,,2017-12-23,2021-06-16,"-59.19886, 12.83636",Reinspection due
HF-009667,Foster-Gallegos Medical Center,,0,,2018-02-09,2020-10-23,,Needs upgrade
HF-009668,Gonzalez Group Medical Center,,166,,2020-07-15,2021-03-14,"125024.0, 585537.0",Follow-up 2023
HF-009669,Gilbert-Mathis Infirmary,Hospital,441,,2018-02-22,2018-03-29,"124831.0, 584528.0",
HF-009670,Gibbs Infirmary,Polyclinic,216,,2020-09-09,2023-10-17,"124913.0, 5989.0",
HF-009671,"Gonzalez, Johnston and Sullivan Hospital",Community Health Center,0,,2020-08-05,2024-10-15,"13.21776, -58.83534",
HF-009672,"Moore, Mccoy and Jones Clinic",Community Health Center,0,,2019-06-14,2021-07-26,,
HF-009673,"Moore, Mccoy and Jones Clin",Community Health Center,0,,2019-06-14,2021-07-26,,
HF-009674,Lewis and Sons,Community Health Center,90,,2024-10-24,2025-04-22,,Reinspection due
HF-009675,"Williams, Davis and Perez",Polyclinic,258,St. James,2018-03-17,2024-12-05,"13131.0, 585937.0",
HF-009676,Wright-Glover Infirmary,Polyclinic,10,St. John,2016-10-31,2025-05-15,"13.15873, -59.1622",
HF-009677,Eaton-Smith Clinic,,165,,2017-12-21,2022-10-25,"12.81059, -59.24197",Good
HF-009678,"Hernandez, Bell and Gilmore Hospital",Community Health Center,0,,2017-11-11,2025-11-18,"13.29168, -59.11412",Reinspection due
HF-009679,Fischer Ltd Clinic,Polyclinic,0,St. Andrew,2021-10-31,2023-05-03,,
HF-009680,Baker-Martinez,,382,,2019-09-05,2022-02-25,,Good
HF-009681,"Graham, Moore and Morris",Polyclinic,0,,2019-03-29,2025-08-18,,
HF-009682,Montoya-and-Sons Medical Center,Hospital,0,St. James,2023-04-25,2024-03-25,"12565.0, 5958.0",
HF-009683,Love-Johnson,Community Health Center,39,,2021-10-04,2025-09-08,,Reinspection due
HF-009684,"Stewart,-Turner-and-Williams Medical Center",Polyclinic,415,,2021-04-07,2025-01-10,"-58.88674, 12.90736",
HF-009685,Boyd LLC Health Centre,Polyclinic,13,,2018-10-13,2018-10-22,,
HF-009686,Cooper and Sons Hospital,Community Health Center,0,,2022-01-27,2023-06-12,,Needs upgrade
HF-009688,"Reeves, White and Haney Hospital",Polyclinic,10,,2023-03-24,2023-04-01,"-59.20948, 13.10469",
HF-009689,Hayden-Brown,Hospital,0,,2018-12-15,2023-10-01,"13.28894, -58.7379",Needs upgrade
HF-009690,Whitaker and Sons Infirmary,Polyclinic,0,,2016-05-25,2024-03-30,"-58.78836, 13.14115",
HF-009691,"Flores, Kemp and Miller Health Centre",Polyclinic,230,,2021-05-23,2025-03-16,,
HF-009692,Sampson-Anderson Infirmary,Community Health Center,10,,2018-05-30,2021-12-27,"-58.96759, 12.95803",
HF-009693,"Jackson, Solis and Carey Health Centre",Community Health Center,257,,2018-06-11,2025-03-08,"-58.72304, 12.92581",Needs upgrade
HF-009694,Marshall-Harrison Clinic,Hospital,341,,2022-07-26,2022-12-11,"-59.06098, 13.28319",Reinspection due
HF-009695,Taylor-Ruiz,Hospital,253,,2023-06-17,2024-11-14,"13109.0, 58502.0",Reinspection due
HF-009696,"Miller, Shepard and Ingram Hospital",,245,,2025-09-28,,"12.82877, -58.98422",Needs upgrade
HF-009697,Smith LLC Health Centre,Polyclinic,284,St. James,2018-01-29,2024-06-16,"-58.99014, 12.95407",
HF-009698,"Nguyen, Williams and Mcintosh",Hospital,10,,2020-05-07,2020-09-28,"125542.0, 591125.0",
HF-009699,Boyd LLC Hospital,Community Health Center,270,,2023-04-17,2024-09-09,"131720.0, 591443.0",Needs upgrade
HF-009700,Hays Inc Hospital,Polyclinic,58,St. Joseph,2021-09-24,2023-02-06,,Good
HF-009701,Richards-Grant,,427,,2016-06-30,2018-11-07,"12.98233, -58.92923",
HF-009703,"Webb, Rodriguez and Mathis Polyclinic",Community Health Center,360,,2020-03-10,2022-01-21,"-59.07072, 13.0598",
HF-009704,Garcia-Carpenter Infirmary,Community Health Center,0,,2019-11-28,2019-12-25,"125930.0, 585942.0",
HF-009705,Green-Ltd Polyclinic,Community Health Center,0,,2018-02-19,2020-06-07,"-59.29574, 13.06757",Good
HF-009706,"Trujillo,-Morrison-and-Marsh Medical Center",,0,,2019-10-16,2020-08-14,"125029.0, 591446.0",
HF-009707,Fernandez,Community Health Center,194,,2020-09-05,2021-09-06,"-59.15328, 13.08516",
HF-009708,"Valentine, Willis and Jackson Hospital",Polyclinic,475,St. George,2016-12-02,,"12.83299, -58.98968",
HF-009709,Ruiz Hospital,Polyclinic,0,,2023-08-03,2024-10-11,,
HF-009710,Frank-Freeman Polyclinic,Polyclinic,369,,2020-08-31,2025-06-03,"-59.28358, 13.13756",Follow-up 2023
HF-009711,Lucas-Holloway,Polyclinic,101,,2021-10-06,2025-01-28,"-58.86737, 12.8001",
HF-009712,"Walker, Garcia and Lee Clinic",Community Health Center,488,,2018-06-13,2021-08-15,"125553.0, 585453.0",
HF-009713,Moore Inc Medical Center,Community Health Center,307,,2021-08-10,2021-12-11,"124836.0, 585455.0",
HF-009714,Anderson LLC,Community Health Center,0,St. James,2019-08-29,2019-09-21,,Reinspection due
HF-009715,Jackson-Lewis Clinic,Community Health Center,129,,2023-08-11,2024-04-01,"124330.0, 585521.0",Needs upgrade
HF-009716,"Austin, Hill and Ramsey Hospital",Community Health Center,0,,2020-02-12,2022-03-28,"125355.0, 591449.0",
HF-009717,Hunter-Herring,Community Health Center,421,St. James,2024-11-09,2024-12-05,,
HF-009718,"Martinez,-Johnson-and-Webb",Community Health Center,172,,2025-05-18,2025-06-17,"12.75299, -58.99088",Follow-up 2023
HF-009719,Mason and Sons Polyclinic,Hospital,0,,2020-02-02,2023-05-14,"13.18858, -59.03212",Needs upgrade
HF-009720,"Hartman,-Cooper-and-Lopez Infirmary",Community Health Center,10,,2016-12-22,2022-08-04,"-58.77201, 12.95017",Good
HF-009721,Martin-Thompson Hospital,Polyclinic,496,St. John,2025-09-08,2025-09-10,,
HF-009722,Berg-Williams,Community Health Center,443,,2018-11-03,2019-04-28,"-59.07742, 12.95618",
HF-009723,Jones-Pitts Clinic,Community Health Center,83,,2019-05-26,2019-11-14,,
HF-009725,"Torres, Garcia and Brown Polyclinic",Community Health Center,10,,2020-01-14,2021-01-02,,Needs upgrade
HF-009726,"Wright, Brown and Meyer Hospital",Hospital,0,,2022-11-02,2024-12-09,"-59.12871, 12.82225",
HF-009727,Johnson Group,Hospital,10,,2020-11-13,2021-10-20,"-59.09015, 12.73691",
HF-009728,"George, Calderon and Green Polyclinic",Community Health Center,254,,2019-11-28,2025-03-05,"-58.7759, 13.01782",
HF-009729,Williams-Ltd Medical Center,Polyclinic,74,,2018-10-12,2020-10-04,"-58.85684, 12.98748",Reinspection due
HF-009730,Smith-Ramos Infirmary,Hospital,90,,2018-08-18,2022-07-15,,
HF-009731,Greene-and-Sons,Polyclinic,58,,2020-04-19,2023-09-16,,Reinspection due
HF-009733,"Mcintosh, Ball and Cameron Medical Center",Polyclinic,406,,2023-10-22,2025-10-07,"-58.73889, 13.18513",Needs upgrade
HF-009734,"Boone, York and Morris",Polyclinic,0,St. Joseph,2022-10-15,2023-02-22,"13.04918, -59.12416",
HF-009736,Phillips-Ortiz Polyclinic,,0,St. Lucy,2022-02-01,2023-10-03,,
HF-009737,Compton-Ltd Infirmary,Polyclinic,285,St. James,2018-01-12,2021-05-21,,Reinspection due
HF-009738,Stanton-Kim Medical Center,Hospital,0,,2017-06-29,2025-12-13,"13.03973, -59.04899",
HF-009739,Miller-Washington Medical Center,Hospital,257,,2018-10-03,2019-11-18,,
HF-009740,Patterson Ltd Infirmary,Community Health Center,0,,2018-12-04,,"-59.23822, 13.23595",
HF-009741,"Knox, Yu and Castillo Medical Center",Polyclinic,0,,2022-02-21,2025-06-04,"13625.0, 591359.0",Follow-up 2023
HF-009742,Long-Pittman Clinic,Hospital,0,,2021-12-13,2022-10-03,,
HF-009743,Cruz-Maldonado Hospital,,0,St. James,2020-04-17,2023-04-30,"-59.16214, 12.73556",
HF-009744,Cook and Sons Hospital,Community Health Center,262,,2016-01-15,2023-10-03,"-59.24673, 13.24144",
HF-009745,Blackburn and Sons Health Centre,Hospital,123,,2023-10-19,2025-01-12,"-59.26702, 12.97668",Reinspection due
HF-009746,"Davis,-Sanders-and-Reid",,145,,2016-07-27,2025-12-31,"13.11506, -58.70242",
HF-009747,"Wong, Lee and Figueroa Hospital",,10,,2020-10-12,2025-06-18,,
HF-009748,Kim-Moss Infirmary,Polyclinic,487,,2018-11-07,2022-12-09,"-58.81675, 13.00529",Follow-up 2023
HF-009749,Friedman-Marsh,Polyclinic,458,,2016-11-03,2018-03-23,"-59.03805, 12.97269",Good
HF-009750,Wilkerson,Community Health Center,461,,2017-11-21,2022-03-22,"-59.09767, 12.80849",Reinspection due
HF-009751,"Brooks, Leonard and Ho",Polyclinic,10,St. Lucy,2020-09-09,2025-10-29,,
HF-009752,"Ross, Harris and Allen Hospital",,55,,2020-01-18,2021-12-06,,
HF-009753,"Allison, Terry and Garcia",Polyclinic,0,St. George,2018-05-19,2021-09-03,"12540.0, 591424.0",
HF-009754,Young-Avila,Community Health Center,129,,2019-06-21,2024-06-25,,
HF-009755,Montes Ltd Polyclinic,Community Health Center,446,,2020-08-22,2022-07-17,"12.927, -59.19872",
HF-009756,"Fields, Vargas and Huffman Health Centre",Community Health Center,0,,2022-03-15,2023-12-23,,
HF-009757,Ferguson Group Health Centre,Community Health Center,126,,2018-10-04,2022-09-08,"-58.86145, 12.79995",
HF-009758,"Lyons, Wagner and Bautista Infirmary",Polyclinic,24,St. Joseph,2017-03-26,2018-03-06,"-59.0571, 13.16365",
HF-009759,Jordan-Shepard Clinic,Community Health Center,153,St. Michael,2021-09-22,2023-10-25,"125445.0, 59145.0",
HF-009760,Jordan-Shepard Clin,Community Health Center,153,St. Michael,2021-09-22,2023-10-25,"125445.0, 59145.0",
HF-009761,Morales-Inc Infirmary,,0,,2022-03-28,2025-07-16,"13.16324, -59.14778",Good
HF-009762,Bush-Roy Hospital,Polyclinic,496,,2016-11-06,2018-02-24,"-59.09204, 12.87477",Follow-up 2023
HF-009763,"Lowe, Marshall and Burton",,129,St. George,2023-03-15,2025-07-26,"12.91479, -58.93024",Good
HF-009764,Hughes-Page Hospital,Polyclinic,0,,2021-04-07,2023-03-10,"13936.0, 591226.0",
HF-009765,Elliott and Sons Medical Center,Polyclinic,0,,2020-05-10,2025-01-07,"-58.86067, 12.86674",Reinspection due
HF-009766,Lee-Williams Hospital,,10,,2018-04-09,2021-04-24,"-59.05572, 12.81842",Follow-up 2023
HF-009767,Stewart Hospital,Polyclinic,10,,2020-07-09,2021-09-27,"-59.00442, 13.07354",
HF-009768,"Mccullough, Wells and Davis Hospital",Community Health Center,0,,2020-07-01,2024-09-27,"12503.0, 584836.0",Reinspection due
HF-009769,Gilbert Group Infirmary,Community Health Center,321,,2019-12-03,2023-06-19,"-59.18775, 13.14939",Follow-up 2023
HF-009770,Thompson Ltd,Polyclinic,0,,2021-04-27,2025-06-12,"-58.995, 12.9255",Follow-up 2023
HF-009771,"Williams,-Williams-and-Peterson",Polyclinic,0,,2018-01-13,2024-02-19,,Reinspection due
HF-009772,Mitchell-Le,Polyclinic,0,,2016-09-11,2020-07-27,"12.72553, -58.8432",Needs upgrade
HF-009773,"Guerrero, Sharp and Weaver",,374,,2020-06-01,2020-11-20,"-59.17852, 12.82994",Follow-up 2023
HF-009774,Suarez and Sons Hospital,,0,St. Andrew,2018-06-10,2021-08-01,"-58.8641, 13.13446",Good
HF-009775,Andersen and Sons Clinic,Community Health Center,474,,2017-06-02,2025-09-04,,
HF-009776,"Welch, Collins and Archer Clinic",,235,St. Joseph,,2022-09-05,"13158.0, 59612.0",
HF-009777,Mcintyre- Clinic,Polyclinic,0,,2022-12-19,2024-06-14,,
HF-009778,Mcintyre- Clin,Polyclinic,0,,2022-12-19,2024-06-14,,
HF-009779,Johnson- Hospital,,0,St. Lucy,2021-11-27,2023-07-11,"-59.23079, 12.96827",
HF-009780,"Williams, Smith and Moses",Community Health Center,479,,2019-04-02,2020-03-28,,
HF-009781,Macias LLC Clinic,Polyclinic,470,St. John,2016-10-09,2018-08-30,"-58.74392, 12.85154",
HF-009783,Smith- Hospital,,10,,2020-09-05,2023-02-19,"-59.23892, 12.7639",
HF-009784,"Mcguire,-Fisher-and-Lopez Polyclinic",Community Health Center,0,,2020-12-18,2023-02-12,,
HF-009785,Weber-Inc Health Centre,Community Health Center,394,,2021-03-28,2024-01-17,,Follow-up 2023
HF-009786,Estrada-Williams Hospital,Hospital,175,St. Michael,,2022-04-28,"13.00129, -59.07882",
HF-009787,"Thompson, Taylor and Jones Polyclinic",Hospital,397,,2020-09-23,2024-01-26,,Needs upgrade
HF-009788,"Nichols, Campbell and Williams Medical Center",,205,,2018-01-07,2019-12-24,"12.84968, -58.85191",
HF-009789,Taylor-Marquez Medical Center,Community Health Center,114,St. George,2020-11-26,2022-10-15,,Reinspection due
HF-009790,Galloway-Peterson,Community Health Center,0,,2017-02-26,2021-05-22,"13413.0, 59423.0",Reinspection due
HF-009791,"Anderson, Mitchell and Irwin Health Centre",Community Health Center,467,,2023-03-28,2023-06-16,"-58.94521, 12.83286",
HF-009792,Gonzalez-Potter Medical Center,Polyclinic,180,,2020-01-06,2024-11-28,"13.01041, -59.18229",
HF-009793,Duke- Health Centre,Hospital,487,St. James,2019-12-23,2022-04-25,"-58.73773, 12.82945",
HF-009794,Bishop-Lester,Community Health Center,34,,2022-11-25,2025-09-19,"-58.75224, 12.91688",Reinspection due
HF-009795,"Gomez, Bell and Miller Health Centre",Community Health Center,23,St. James,2018-09-03,2018-12-21,"124211.0, 584622.0",
HF-009796,Harvey Group,Community Health Center,459,,2021-02-23,2023-01-31,,Good
HF-009797,Schneider Ltd Health Centre,Community Health Center,292,St. James,2016-09-23,2018-10-14,,Reinspection due
HF-009799,Anderson-Thompson Clinic,Community Health Center,482,,2018-11-20,2023-10-13,"-58.72728, 13.1073",Good
HF-009800,"Mcbride, Stevens and Stevens Hospital",Polyclinic,11,,2024-07-22,2025-06-12,,Follow-up 2023
HF-009801,"Chan, Mccullough and Brown Clinic",Hospital,228,St. Michael,,2022-11-16,"13.20335, -58.72384",
HF-009802,Taylor Group,Community Health Center,0,,2019-02-08,2023-05-13,,
HF-009803,Steele-and-Sons,Community Health Center,402,,2019-06-03,2022-09-26,,
HF-009804,Schneider Inc Infirmary,Polyclinic,0,,2022-07-23,2025-06-08,"-58.78483, 12.87516",
HF-009805,Adams,,0,,2021-04-08,2024-01-27,,
HF-009806,Lee- Polyclinic,Community Health Center,275,,2016-10-28,2021-01-21,"125044.0, 585124.0",
HF-009807,Lin Group,Community Health Center,154,St. Peter,2022-03-01,2023-02-25,"12.79806, -58.75773",
HF-009808,Villa-Green Medical Center,Polyclinic,10,,2018-10-21,2023-09-20,"13642.0, 5929.0",Needs upgrade
HF-009809,Bush Group Health Centre,Hospital,0,,2018-10-25,2022-02-22,"-58.8274, 13.14083",Good
HF-009810,"Thomas, Horn and Bailey Health Centre",Polyclinic,0,,2017-08-24,2021-07-13,"13.03602, -58.91972",Reinspection due
HF-009811,Russell Infirmary,Hospital,251,,2022-08-04,2025-06-30,,
HF-009812,Lopez-Jones Health Centre,Community Health Center,0,,2018-05-18,2020-01-23,,
HF-009813,Day and Sons Medical Center,,0,,2018-02-26,2023-02-24,,
HF-009815,Meyers-Ltd Hospital,Community Health Center,244,St. Peter,2021-12-12,2025-12-13,,
HF-009816,Church Health Centre,Polyclinic,0,,2023-06-17,2024-04-23,"-58.76546, 13.11561",
HF-009817,"Luna, Weeks and Holt Medical Center",Community Health Center,218,,2018-08-01,2025-10-16,"-58.85905, 12.72858",Good
HF-009818,"Ferguson, Taylor and Diaz",Polyclinic,0,St. John,2018-03-07,2021-01-29,,Reinspection due
HF-009819,Eaton Inc Clinic,Community Health Center,0,,2021-04-26,2025-05-30,"-59.21165, 12.74406",Follow-up 2023
HF-009820,Kelly-Hill Infirmary,,0,St. Joseph,2018-12-06,,,
HF-009821,Garcia-LLC Clinic,Polyclinic,286,St. John,2020-11-25,2020-12-16,"12.808, -58.87562",
HF-009822,King- Hospital,Hospital,373,,2018-03-08,2024-07-11,,
HF-009823,Santos-,Community Health Center,0,St. Andrew,2018-05-13,2024-06-12,,Reinspection due
HF-009824,"Day,-Tate-and-Brown",,0,,2019-06-30,2023-09-11,"-58.82141, 13.02356",
HF-009825,Caldwell-Ortega,Polyclinic,0,,2018-06-16,2020-12-01,"-58.8576, 12.80296",Good
HF-009826,"Diaz,-Holmes-and-Alvarado Hospital",Hospital,10,St. John,2021-07-28,2023-10-14,"131152.0, 591350.0",
HF-009827,Fisher Inc,Polyclinic,55,,2018-11-20,2019-12-27,"-58.8945, 13.27679",
HF-009828,Smith Health Centre,Polyclinic,10,,2019-03-21,2024-06-07,,
HF-009829,Lyons Medical Center,Hospital,288,,2020-12-24,2022-07-23,,
HF-009830,Hughes Inc Clinic,Hospital,160,,2019-07-24,2025-07-09,"-59.11665, 12.94566",Reinspection due
HF-009831,"Glenn, Cook and Jackson Clinic",Polyclinic,17,St. Lucy,2020-10-20,2023-04-10,"-58.73046, 13.01033",
HF-009832,"Glenn, Cook and Jackson Clin",Polyclinic,17,St. Lucy,2020-10-20,2023-04-10,"-58.73046, 13.01033",
HF-009833,Gonzalez,Polyclinic,10,,2017-12-10,2021-03-24,"12.88741, -59.06331",
HF-009834,"Hart, Clark and Chan",Community Health Center,0,St. Joseph,2023-06-29,2024-05-09,,Reinspection due
HF-009835,"Smith, Perez and Obrien Clinic",,0,,2018-01-16,2022-01-22,"-59.14568, 13.03313",
HF-009836,Cruz and Sons Hospital,Community Health Center,283,,2017-09-23,2019-06-14,"-59.27006, 12.86747",Good
HF-009837,Collins Infirmary,Polyclinic,0,,2019-07-12,2023-03-26,,Needs upgrade
HF-009838,Walsh LLC Polyclinic,,388,,2020-10-22,2024-05-17,"-59.10529, 13.29624",
HF-009839,Anderson Group Hospital,Community Health Center,270,,2020-01-16,2021-08-29,"12.70894, -59.24957",
HF-009840,Rodriguez-and-Sons,Polyclinic,102,,2020-10-10,2020-11-13,"-58.97853, 12.97341",
HF-009841,"Graves, Porter and Burgess",Polyclinic,265,,2022-08-01,2023-09-22,,Reinspection due
HF-009842,Young-Doyle,Hospital,0,St. Michael,2023-10-31,2024-11-22,"12.96819, -58.90341",
HF-009843,King Group Infirmary,Polyclinic,336,,2020-04-09,2024-07-08,"-59.05916, 12.75369",
HF-009844,Taylor-Robinson Infirmary,Polyclinic,0,St. James,2022-02-09,2023-08-30,,
HF-009845,"Robinson, Walker and Saunders",Polyclinic,308,,2019-03-03,2019-11-30,"125528.0, 584644.0",Follow-up 2023
HF-009846,Valentine-Jones Polyclinic,Community Health Center,0,,2020-06-14,2024-12-16,"-58.76717, 13.17246",Needs upgrade
HF-009847,Coffey Group Health Centre,,0,St. Peter,2020-09-11,2024-08-27,,
HF-009848,"Pearson,-Ross-and-Harris Clinic",Polyclinic,10,,2023-02-17,2025-08-15,"-59.27142, 13.01242",Needs upgrade
HF-009849,"Carr,-Bishop-and-Brown",Community Health Center,460,,2023-03-15,2025-12-10,,
HF-009850,Hall-Graham,Polyclinic,434,,2017-07-10,2021-07-07,,
HF-009851,"Davidson,-Watson-and-Williams",Community Health Center,0,St. James,2018-10-01,2021-05-16,"124426.0, 59310.0",
HF-009852,Farmer-Bonilla Clinic,Community Health Center,237,,2018-10-10,2020-02-27,"13858.0, 591249.0",
HF-009853,"Mcclure, Harris and Summers",Community Health Center,84,,2018-11-07,2024-10-01,"-58.88407, 13.18011",Good
HF-009854,Hays Inc Medical Center,Polyclinic,0,,2022-01-23,2024-01-03,"-58.76793, 12.87945",
HF-009855,"Simpson,-Jenkins-and-Smith",Polyclinic,305,,2016-05-17,2020-05-29,"12.85956, -58.94339",Follow-up 2023
HF-009856,Norman-Group Polyclinic,Hospital,302,,2022-10-20,2024-02-19,"125933.0, 59057.0",Reinspection due
HF-009857,Olsen-and-Sons Polyclinic,,305,,2019-07-28,2022-10-12,"-59.02574, 12.76374",Needs upgrade
HF-009858,"Solis, Jensen and Tran Hospital",,460,,2020-10-26,2022-04-23,"13160.0, 584836.0",
HF-009859,Harrell-Bailey Polyclinic,Community Health Center,167,,2019-07-25,2021-02-02,,Reinspection due
HF-009860,"Zhang, Schultz and Davidson",Hospital,10,,2020-12-15,2023-01-11,"131513.0, 584821.0",Reinspection due
HF-009861,"Griffin,-Henry-and-Richardson",Community Health Center,10,,2023-07-31,2025-09-06,"124752.0, 59115.0",
HF-009862,Mills-Key Infirmary,Community Health Center,480,,,2019-07-14,"-58.81281, 12.77065",
HF-009863,"Gomez, Guerra and Briggs Hospital",Polyclinic,426,St. John,2023-05-16,2023-11-15,"-59.09247, 12.95213",
HF-009864,Coleman-Melendez Hospital,Community Health Center,446,,,2024-12-02,,
HF-009865,Cohen-Chapman,Hospital,0,,2018-02-05,2025-03-18,,
HF-009866,Alvarez Ltd Health Centre,Polyclinic,10,,2020-10-21,2023-02-24,"-58.87357, 13.20105",
